grid,velocity,T,density,X_H2,X_H,X_O,X_O2,X_OH,X_H2O,X_HO2,X_H2O2,X_C,X_CH,X_CH2,X_CH2(S),X_CH3,X_CH4,X_CO,X_CO2,X_HCO,X_CH2O,X_CH2OH,X_CH3O,X_CH3OH,X_C2H,X_C2H2,X_C2H3,X_C2H4,X_C2H5,X_C2H6,X_HCCO,X_CH2CO,X_HCCOH,X_N,X_NH,X_NH2,X_NH3,X_NNH,X_NO,X_NO2,X_N2O,X_HNO,X_CN,X_HCN,X_H2CN,X_HCNN,X_HCNO,X_HOCN,X_HNCO,X_NCO,X_N2,X_AR,X_C3H7,X_C3H8,X_CH2CHO,X_CH3CHO
0.0,0.00024608034785607107,300.0,1.1098832972482486,0.05413627602938174,0.0,4.961761433115525e-21,0.18422767577841878,0.0,0.011116145976335513,2.5889316489890262e-17,7.931060532383829e-10,0.0,0.0,6.0968279044987455e-24,0.0,7.109159037169155e-22,0.001290577484500542,0.015988551639313373,0.0067749702306340726,9.383967631257158e-29,1.3464043982466895e-11,0.0,2.8022348753476376e-33,1.4110787587501548e-12,1.0938291475602816e-23,1.1394714149553392e-16,6.25754252732184e-38,2.5463969569084583e-14,0.0,1.167199500178835e-14,0.0,1.0859695499396506e-16,1.139687790977146e-20,2.7904016785099876e-20,7.680493763125915e-24,0.0,1.3048013174973944e-18,1.8518852641124825e-32,2.112184250901296e-19,3.683667278087086e-15,2.2998667698231083e-13,0.0,0.0,1.362471614346256e-21,1.2218158232894163e-31,0.0,2.2421159760890003e-23,1.0997965817912311e-24,4.617265683567954e-19,1.837987193758419e-21,0.7264658020531638,0.0,9.485503035697635e-20,5.629922124079068e-20,5.159238197873927e-35,3.300502490111208e-19
0.005217391304347826,0.00024607755465154684,300.0013992459767,1.1098958950421396,0.054119849817442,0.0,1.3094000392240494e-22,0.18423076101879265,3.8446302896647704e-26,0.011116473293524507,2.7432116457604473e-17,8.406970863648371e-10,0.0,0.0,7.207538687218606e-31,0.0,7.499804411266396e-22,0.0012905979027106234,0.015988809452687536,0.0067750788150773514,1.3043183172380834e-31,1.4530885472321882e-11,0.0,3.909165193234322e-33,1.5249568398624181e-12,2.8371690925405996e-32,1.2239749183037856e-16,4.616835902393104e-42,2.7424432128223943e-14,1.2407482605812252e-27,1.2648082720713498e-14,1.132583936719976e-38,1.1859012386003754e-16,1.2460937063726432e-20,2.79261456174277e-23,1.469864236319274e-28,0.0,1.3780370854437953e-18,0.0,2.237936445423673e-19,3.945566087378227e-15,2.4819824423768753e-13,5.151202283657694e-29,0.0,1.4262139727239306e-21,1.226453839118542e-31,0.0,2.4188553990694267e-23,1.18649514462122e-24,4.999799534163558e-19,1.9791478357585483e-21,0.7264784288427198,0.0,8.95055146785341e-20,6.220187487214812e-20,5.099577843265817e-35,3.6067359386588664e-19
0.010434782608695651,0.0002460747540473709,300.0028666324423,1.1099085265168793,0.05410315736768124,2.301419643966986e-28,1.4835690375041274e-24,0.18423389429928883,4.47637872668281e-28,0.011116810857895633,2.9140536186587977e-17,8.911436334021049e-10,0.0,0.0,0.0,0.0,6.063064292543029e-22,0.001290618559349428,0.015989070754718854,0.0067751892922118615,5.4186869773810166e-33,1.568225357363065e-11,6.556185973200095e-39,3.317763569088728e-33,1.6480245541876397e-12,5.878969298969778e-41,1.3147443747550492e-16,1.6635328943760064e-43,2.953581674886669e-14,3.5900617086527454e-31,1.3705788481747942e-14,0.0,1.2950280593375298e-16,1.3604890837454955e-20,2.794734639986925e-26,0.0,0.0,1.4553967327293201e-18,0.0,2.238442679920992e-19,4.226082624563414e-15,2.6785181045161283e-13,5.9221397889915634e-30,0.0,1.4950796327048064e-21,1.2304299016257548e-31,2.5658536791975296e-39,2.609525814943354e-23,1.2800278383079034e-24,5.066338620135351e-19,1.1177630397524303e-22,0.7264912579600646,0.0,8.446359889422302e-20,6.785545395539845e-20,6.779023959584882e-37,3.941382313578469e-19
0.015652173913043476,0.00024607194777094045,300.00440548185793,1.1099211838843333,0.054086194367229,6.0266664460445e-29,1.5926469588716044e-26,0.18423707628316086,5.520927649636313e-30,0.011117159104026423,3.0988647093355234e-17,9.446170044428428e-10,0.0,0.0,0.0,1.8743886573975354e-43,4.3798412616287e-22,0.0012906394532077431,0.015989335561135957,0.0067753017033683445,1.4179872892836413e-33,1.692484462542515e-11,1.6163435394940643e-40,2.5482807462437796e-33,1.7810233953240786e-12,1.5275772763142104e-49,1.4122443552382935e-16,8.793258535830904e-44,3.180974023238034e-14,2.480603428450675e-31,1.485193571123639e-14,7.573385244560277e-39,1.4141957905126375e-16,1.485412560818969e-20,3.0547053753292637e-29,5.456804152355781e-35,0.0,1.5370986970370278e-18,6.893732358438831e-39,2.238844859243024e-19,4.526540228774103e-15,2.8906154212858324e-13,6.791099732521555e-31,8.923545481915509e-58,1.5694803668545652e-21,1.2347380645616261e-31,4.6786344803744335e-38,2.815225185012149e-23,1.3809333170261955e-24,5.118578175071279e-19,6.20530244759591e-24,0.7265042925642082,0.0,7.971291128875e-20,7.328276918519332e-20,8.09141832232004e-39,4.3070776407416907e-19
0.020869565217391303,0.0002460691376678478,300.00601927893865,1.1099338588221879,0.05406895643355681,4.7688855733096445e-29,1.1830492417506385e-28,0.18424030763759838,6.657817098242749e-31,0.011117518488116613,3.2939625408717104e-17,1.001298784400583e-09,0.0,1.6172056214390804e-39,7.1865474293179745e-40,9.741043319593147e-44,3.241139407692792e-22,0.001290660582778435,0.015989603885504775,0.0067754160913953854,1.1227575793365146e-33,1.8265885364119013e-11,5.182789712707927e-41,2.0043632612145592e-33,1.924754675824337e-12,3.159683596569222e-57,1.5169738678861964e-16,7.634622243740043e-44,3.4258713335402353e-14,2.257210663011535e-31,1.609391820358508e-14,3.6065909022615785e-40,1.5443281842656904e-16,1.6218329739929264e-20,5.489867903943109e-31,4.762224325718417e-36,0.0,1.6233858950190002e-18,5.4583296876906546e-39,2.2392693954025104e-19,4.848356283573403e-15,3.1195064312376174e-13,5.931079933643187e-32,0.0,1.649861037339456e-21,1.2394060503904052e-31,3.715461213059897e-40,3.037137991448843e-23,1.489792683665613e-24,5.173846604390908e-19,2.503353836983194e-25,0.7265175358591927,0.0,7.52381499446092e-20,7.85062573058492e-20,2.0659919800515337e-40,4.706702473110511e-19
0.03130434782608695,0.0002460635119403182,300.00948268874623,1.1099592345407587,0.05403364256786555,4.1553874355886835e-29,3.5835031845040675e-31,0.18424692044256233,6.9313735675340565e-31,0.011118272102424803,3.70227048013411e-17,1.1248639036093635e-09,0.0,8.219127229925528e-40,1.1704209686260306e-40,1.990327719019248e-44,1.9704797340628593e-22,0.0012907035434193124,0.01599015111960749,0.006775650930419421,9.784728075652386e-34,2.1266681372787453e-11,5.720330642338302e-41,1.3695341970300468e-33,2.2470089548091965e-12,3.263023015277486e-57,1.7497271105416626e-16,6.758268470421347e-44,3.972217175863103e-14,2.176927918234514e-31,1.8889393595855013e-14,8.480287512595174e-42,1.840509648342423e-16,1.9323349091565593e-20,0.0,1.7103801272770522e-37,0.0,1.810486084349216e-18,4.7573585080664915e-39,2.2401898717864923e-19,5.5606110475986625e-15,3.6316528027499646e-13,2.1298545933371065e-33,0.0,1.8300020281660644e-21,1.2499090388427343e-31,1.0728752692603694e-40,3.5334321322418807e-23,1.7332511988311097e-24,5.29730696064941e-19,4.036051085200242e-27,0.7265446581448958,0.0,6.707151244356617e-20,8.840809165926902e-20,1.5112287785397742e-40,5.617173175969464e-19
0.041739130434782605,0.00024605789141839444,300.0132835290169,1.1099845880342625,0.05399718400902411,3.662315417927504e-29,4.126665482015356e-32,0.18425373746017407,7.747066638913609e-31,0.011119075201883884,4.1236394338225956e-17,1.2632566115427388e-09,1.2031931750188685e-64,5.862439657999252e-40,7.288170146681947e-41,1.4490207198110812e-44,1.159955445969286e-22,0.0012907474266438497,0.015990712522890853,0.006775894131935269,8.625763296589244e-34,2.474297041339402e-11,6.619942417057151e-41,8.979260382768597e-34,2.6212713236073665e-12,4.2218352981170223e-57,2.016996622963828e-16,6.421807085416002e-44,4.602677879615332e-14,2.5556827812764208e-31,2.215234287427479e-14,5.694518994708142e-40,2.191193227033159e-16,2.2999879953473337e-20,0.0,6.139462372063692e-39,0.0,2.018586219705157e-18,4.194114298282133e-39,2.2412139812985187e-19,6.374127456499715e-15,4.2249005539138787e-13,7.64384422544895e-35,0.0,2.0391002676007492e-21,1.2621578335081685e-31,9.144370014155756e-41,4.107961873885478e-23,2.015090394824073e-24,5.440209484164991e-19,6.508227904389504e-29,0.7265726479563297,0.0,5.979608410433702e-20,9.778559727471466e-20,1.6066408249069595e-40,6.696590106795688e-19
0.05217391304347825,0.0002460522945788046,300.01745472049487,1.1100098359562085,0.05395954368153935,3.2380799444919495e-29,4.0211817349034477e-32,0.18426076411685913,8.689450918281601e-31,0.011119932112592521,4.597389359787122e-17,1.4182558490188967e-09,1.44600203039787e-64,5.1139555162421e-40,1.4408514462042203e-40,1.3372920894719336e-44,6.390927882303848e-23,0.0012907922107990874,0.015991288132167245,0.006776146087075166,7.629442749857246e-34,2.8770084870229616e-11,7.864760809521507e-41,5.515455744688298e-34,3.055933951716295e-12,5.479122104871398e-57,2.323900195660465e-16,6.596848370764925e-44,5.3302012351049724e-14,3.0860200979843237e-31,2.596092259149807e-14,4.498224921796355e-40,2.6064064291137766e-16,2.73531010999182e-20,0.0,2.213998656773912e-40,0.0,2.250042713308241e-18,3.709357907884568e-39,2.2423539777139673e-19,7.303299647404937e-15,4.912090712942343e-13,2.755966049630016e-36,6.7682595809094884e-62,2.2818101135619007e-21,1.2764359579390725e-31,1.03033013062251e-41,4.7730584722918944e-23,2.3413600152808855e-24,5.605620982154399e-19,1.050376726013803e-30,0.7266015322083075,0.0,5.332229672784002e-20,1.0681314221632506e-19,1.713614705839749e-40,7.976299253187654e-19
0.0626086956521739,0.0002460467422877672,300.02203240139,1.1100348841653602,0.05392068331409355,2.870620525483717e-29,3.796689104585782e-32,0.1842680058738369,9.843556657497666e-31,0.011120847596372692,5.195168430840518e-17,1.5918539105511933e-09,1.7728791126380247e-70,5.832027043891841e-46,2.6684511261522216e-43,1.0363300715883667e-44,3.1973310468390344e-23,0.0012908378678740664,0.01599187793538494,0.0067764072187281085,6.767483471718354e-34,3.3435288889414616e-11,9.63733589540579e-41,3.1181065395562306e-34,3.5607428449603343e-12,7.187382677249079e-57,2.6763142337168145e-16,7.410527706428754e-44,6.169727490676309e-14,3.603227870942442e-31,3.04063521113453e-14,1.603798962060275e-45,3.098021195357104e-16,3.250754391629354e-20,0.0,7.223189579052466e-42,0.0,2.5074762648322606e-18,3.28952841975664e-39,2.2436235846260084e-19,8.364567296347506e-15,5.708096986144229e-13,8.989647864302862e-38,8.026315455188508e-61,2.5635338405224155e-21,1.2930729904277598e-31,2.0438587158063426e-46,5.542996338819766e-23,2.7190631649847245e-24,5.797088809471389e-19,1.2224948309003704e-32,0.7266313385641879,0.0,4.756645510427502e-20,1.1567151995879697e-19,1.831351382525524e-40,9.493461340368564e-19
0.08347826086956521,0.0002460358422073985,300.0325263458132,1.1100840616793737,0.05383918492798258,2.276745450648826e-29,0.0,0.18428315096615933,1.3232579811751314e-30,0.011122869981776216,7.026791247711304e-17,2.0015316553775218e-09,0.0,0.0,0.0,3.147435198076758e-45,6.647229282890452e-24,0.0012909316943089323,0.015993099906190113,0.006776958381584594,5.379230680187749e-34,4.4982940585399836e-11,1.5900366653427522e-40,8.770830712639291e-35,4.814723246150279e-12,1.2951063485372913e-56,3.5378958392404737e-16,1.1847937937523219e-43,8.236456913318366e-14,4.5255893258064254e-31,4.152687656384678e-14,6.888421160676583e-39,4.3525892407767955e-16,4.5662082872426895e-20,3.35751572842594e-41,2.0818889627072032e-42,0.0,3.1090059742163474e-18,2.60878867517542e-39,2.2465976438712853e-19,1.0939657959171311e-14,7.678194742197758e-13,2.5902016616709405e-38,2.0407419160857925e-60,3.2628167435612047e-21,1.334572119473241e-31,0.0,7.446921291284954e-23,3.65306765156089e-24,6.270501039873412e-19,4.2759142927796044e-35,0.7266938020897654,0.0,3.8021169949636575e-20,1.3345588075879402e-19,2.101785163054899e-40,1.3372203849876814e-18
