grid,velocity,T,density,X_H2,X_H,X_O,X_O2,X_OH,X_H2O,X_HO2,X_H2O2,X_C,X_CH,X_CH2,X_CH2(S),X_CH3,X_CH4,X_CO,X_CO2,X_HCO,X_CH2O,X_CH2OH,X_CH3O,X_CH3OH,X_C2H,X_C2H2,X_C2H3,X_C2H4,X_C2H5,X_C2H6,X_HCCO,X_CH2CO,X_HCCOH,X_N,X_NH,X_NH2,X_NH3,X_NNH,X_NO,X_NO2,X_N2O,X_HNO,X_CN,X_HCN,X_H2CN,X_HCNN,X_HCNO,X_HOCN,X_HNCO,X_NCO,X_N2,X_AR,X_C3H7,X_C3H8,X_CH2CHO,X_CH3CHO
0.1252173913043478,0.0002460153373626739,300.05965393054794,1.1101765862599693,0.053660344995088545,1.4813281563706576e-29,0.0,0.18431618607267308,2.8405169403336226e-30,0.011127784334977726,1.5440789141776733e-16,3.1157703575580866e-09,0.0,0.0,0.0,7.864079510602964e-46,1.2666750982515224e-24,0.001291128616986853,0.015995710906983686,0.006778185290127469,3.5738857479956317e-34,7.905401101057241e-11,5.582750475218323e-40,3.6771084494363464e-35,8.536624420461557e-12,4.871465870202718e-56,6.027467836494246e-16,4.366529387037628e-43,1.427852173175668e-13,6.7623822816040605e-31,7.49223042148315e-14,0.0,8.246496366598741e-16,8.649485469936855e-20,1.1986008259254204e-43,4.5530953273534136e-42,0.0,4.717027521749392e-18,1.6995850381224674e-39,2.2545949810029593e-19,1.828588390869961e-14,1.3489776343403835e-12,5.658142192437497e-38,6.311801002908845e-60,5.3356686133327985e-21,1.4584893836212377e-31,0.0,1.3055120175854266e-22,6.40431442323794e-24,7.66475758530226e-19,6.223800352852164e-38,0.7268306565782152,0.0,2.479817593863227e-20,1.7389957559009164e-19,2.7753575651065578e-40,2.5447060075615447e-18
0.16695652173913042,0.0002459980618779706,300.0973681945127,1.1102545541697173,0.053458324805042666,9.621306033635537e-30,1.4506413712512437e-32,0.18435314389749957,6.95319652200519e-30,0.01113417791593197,3.8381186829895973e-16,4.764704793721368e-09,3.73974494944031e-63,0.0,1.146540919198875e-38,2.7410485037570408e-46,5.2339059335329044e-24,0.0012913351710674207,0.01599853300112551,0.006779605614148252,2.6353340277712837e-34,1.3471429234066486e-10,2.300107251367772e-39,3.768738401601206e-34,1.4660572126244546e-11,2.0214305424833267e-55,9.993436646487679e-16,1.809580613701176e-42,2.4040445250998295e-13,1.0822773625110855e-30,1.30648767815632e-13,2.600786438671209e-38,1.5005725120773867e-15,1.573829081844312e-19,1.154303306915398e-43,1.1514770458272796e-41,8.740677934655362e-42,7.046749521035317e-18,1.1062903194423406e-39,2.26630214255132e-19,2.980878838934797e-14,2.298168365496881e-12,1.4286524074705024e-37,2.5622289086100645e-59,8.74103960135035e-21,1.6635830024264386e-31,2.3319606795232832e-38,2.2198786045761144e-22,1.089006146681679e-23,9.937653175418977e-19,7.821507254164051e-41,0.726984874678403,0.0,1.6087285507519867e-20,2.334542345433312e-19,3.909387273880767e-40,4.648223409257386e-18
0.2504347826086956,0.00024598139231026765,300.2169958141084,1.1103298148731877,0.05297581356860745,5.238677484246516e-30,1.8070508998352085e-31,0.18443983369370054,3.414940705962162e-29,0.011153071402869572,1.892117375306714e-15,1.0435010970176837e-08,6.672970501706907e-64,3.4724631992438023e-38,1.239008963773932e-38,1.470388671942681e-44,9.224676169552107e-23,0.0012917599621389514,0.01600471096155856,0.006783166900442575,6.103580431166382e-34,3.5177974013858344e-10,2.9708265947642e-38,3.270299043220135e-32,3.875833005293781e-11,2.5561169212267884e-54,2.4977112202196614e-15,2.272389265612652e-41,6.158363107354822e-13,2.439523872670411e-30,3.5382515502265557e-13,7.122261784354763e-38,4.34368182284719e-15,4.55604221705629e-19,1.2021360090640599e-43,5.880183726008106e-41,9.325192550932506e-41,1.484086707966013e-17,6.115480976526029e-40,2.3061685936837675e-19,7.249730137240366e-14,5.998836254300271e-12,7.259462266630307e-37,3.764676823921316e-58,2.211528346256479e-20,2.475412696277928e-31,3.821106164197068e-39,5.776923002860814e-22,2.8340804894964527e-23,1.8778635620132228e-18,7.986083480888852e-42,0.7273516326780836,0.0,7.376792542474284e-21,4.763835518635295e-19,1.3178163541087537e-39,1.3535493178849639e-17
0.33391304347826084,0.00024601247917745806,300.4302059244418,1.1101895560331925,0.05236842547144745,1.8060184844151314e-29,2.1007072569154853e-31,0.18454536603681357,1.673034586623929e-28,0.01118482588296043,9.049737462784805e-15,2.1541477248980713e-08,9.867821666231936e-64,4.857213079461304e-38,2.571825266721336e-40,6.150512034842733e-43,2.3118292925793592e-21,0.0012921432808296921,0.016011206349676784,0.006788089778853572,6.0933247975995186e-33,8.436107816370778e-10,3.5067019560575855e-37,3.913602396908044e-30,9.392445669332383e-11,2.975122908798327e-53,5.771263413467156e-15,2.6892076909809645e-40,1.4530105548896528e-12,4.9507719847708646e-30,8.751214625341547e-13,9.152437314722923e-38,1.1366152510293696e-14,1.1923525378633278e-18,1.2950514251040725e-43,2.9880456286924493e-40,9.187808954782285e-40,2.96218958654141e-17,2.112136024595817e-39,2.383897215453139e-19,1.636743059447909e-13,1.4381568775466434e-11,3.65697319813371e-36,4.847487386870866e-57,5.266455031561488e-20,4.34500864953737e-31,4.8386742609096036e-39,1.38139670451017e-21,6.777131349841748e-23,3.875333057671667e-18,1.042805219453749e-41,0.7278099207035064,0.0,3.244313774880407e-21,1.1218301685172719e-18,1.273790030144216e-38,3.5598109253222855e-17
0.5008695652173912,0.00024637816633803715,301.3581105463566,1.1085419609948683,0.050684924964140496,1.4411762573299224e-27,0.0,0.184817020761536,2.6821121921544495e-27,0.011317347292729665,9.238642419807261e-14,7.558268998558712e-08,0.0,0.0,0.0,4.834105207192946e-41,2.110579856150397e-19,0.0012923559942105678,0.016021749602694337,0.00680472067226318,3.047231310186963e-31,3.688056124508174e-09,1.860714553355207e-35,3.6236573029285055e-27,4.16842997127385e-10,2.136719978240424e-51,2.39118154101379e-14,1.829809668193559e-38,6.205085626208797e-12,1.1252740313683711e-29,3.999331018299011e-12,0.0,5.626988539233861e-14,5.904468805949946e-18,1.7914741076154565e-43,3.860220751352839e-39,5.174261379203099e-38,9.876941883149973e-17,1.7513875250505082e-37,2.764192479047202e-19,6.556207409603759e-13,6.28534999413475e-11,4.553736542834415e-35,3.88085553863063e-55,2.310172921590465e-19,1.5357630337109078e-30,0.0,6.0149403239455936e-21,2.951041664193701e-22,1.5390955969090957e-17,9.617323414948057e-41,0.7290618009509502,0.0,7.57638511148197e-22,5.740926081437783e-18,1.608908414850371e-36,1.775010712290196e-16
0.6678260869565217,0.00024774382421848977,303.74338219059797,1.1024317189946,0.048144373604999076,1.7289839749105393e-25,5.4994508270811485e-30,0.18516043589450626,7.316632525851512e-25,0.011652389486857201,8.052828124687701e-13,2.320879407303481e-07,0.0,0.0,0.0,0.0,2.247263146188215e-17,0.001290078258840224,0.016013796347458014,0.006841252485176982,1.4851706745568658e-29,1.3647820177827882e-08,2.0611454243374347e-33,3.310286668742057e-24,1.5625648601387318e-09,2.506990788639219e-48,8.45513051203049e-14,3.514208539976691e-36,2.251180749068674e-11,1.4998831541933686e-29,1.5375773705044544e-11,3.946760787876773e-37,2.3167055632231563e-13,2.431581513512578e-17,3.9367577511459246e-43,5.822378949456992e-38,4.10688083535856e-35,2.902774978144695e-16,2.3260906504378545e-35,3.926119934049084e-19,2.252617465851651e-12,2.3261584197889109e-10,6.271693059965843e-34,4.7980154509818025e-52,8.619436404377101e-19,5.474561182577583e-30,0.0,2.21903707852055e-20,1.0887344941722131e-21,5.559179389597295e-17,7.474099621262839e-38,0.7308974263499577,0.0,1.5239026604170812e-22,2.531467101189304e-17,5.780116161819737e-34,7.353388025107263e-16
0.8347826086956521,0.0002518841207696894,309.86343847702835,1.0843115661524585,0.044353405437323884,1.5306049934754086e-23,0.0,0.18548527526344913,2.4151645832313865e-22,0.012510049064552968,4.732652596207413e-12,6.789045904678283e-07,4.886488602994471e-59,7.467956784657534e-38,0.0,0.0,1.3422429692196524e-15,0.001279707596138122,0.01593454234497324,0.00693501573801293,8.605447400282803e-28,4.794759913171376e-08,1.1309965415413643e-30,1.1166138486868963e-21,5.5607856727900704e-09,4.683328916467106e-45,2.841611542123615e-13,1.0026464761216587e-33,7.758969343398957e-11,2.6817959265557802e-28,5.615082611048943e-11,4.307436564972716e-34,9.055017772248478e-13,9.506680877957373e-17,1.4844654030739929e-40,1.1018649344094853e-36,3.370357987349765e-32,8.121639082958224e-16,2.6464482152424993e-33,7.995491677358089e-19,7.358776574750382e-12,8.180130233127266e-10,9.516627060893141e-33,8.944771506738439e-49,3.0566637202479797e-18,1.9339361609507566e-29,8.71746217350737e-38,7.778841621872839e-20,3.816672876866728e-21,1.9377375676469511e-16,8.022293914246838e-35,0.7335012711775343,0.0,7.896024645868109e-22,1.1060620064724378e-16,1.8444395544663661e-31,2.892117249561203e-15
1.0017391304347825,0.0002632991109655329,325.3866214214559,1.0373037734682036,0.0388525192250506,3.881091758301573e-22,0.0,0.18544856555228514,8.346380787717271e-21,0.014654973973576776,1.7060727641484846e-11,1.910491759705961e-06,1.4619671948187823e-64,2.490866694658161e-45,2.8347353460414142e-33,1.4521751085629303e-34,1.4041081307058382e-14,0.0012467108582243358,0.01563662716066602,0.007200027523538005,3.364517524392153e-26,1.613433273524973e-07,1.21150735792263e-28,3.791738863174671e-20,1.895568396950708e-08,1.8062390048749624e-42,9.16871730659444e-13,8.622726735707459e-32,2.565327175270823e-10,9.878519235767947e-27,1.9680166615257109e-10,6.101484462123642e-32,3.3902898094093034e-12,3.560431560922549e-16,1.526073184196781e-34,3.9447277049985086e-35,2.474327170748387e-30,2.1791018323139936e-15,1.2080027385697082e-31,2.74087843939865e-18,2.3085460314852575e-11,2.7609194294214494e-09,2.0507143666151917e-31,3.1715645550256125e-46,1.0381947559982659e-17,6.377875912851214e-29,0.0,2.617226296185112e-19,1.2841712521753096e-20,6.509346815168123e-16,2.8206745456667797e-32,0.7369584816571523,4.502030040761398e-29,1.0597831944813165e-20,4.677750401426267e-16,1.5640245751607338e-29,1.0896455054090793e-14
1.168695652173913,0.00029241261867174836,363.366558890922,0.9340269242733241,0.03134968945404309,1.8395704477832848e-23,2.2822365603546763e-25,0.1841461785005127,7.977442135135779e-22,0.019602839738454322,6.462051312223929e-11,5.048862600315698e-06,2.5225110847002477e-53,8.110246251655502e-44,2.817635248005443e-35,1.2330017112452106e-36,6.38343372181911e-17,0.0011595923878402008,0.014776328512408583,0.007946139661595006,1.027250548625821e-24,5.03510382430351e-07,4.4457236303170435e-28,4.915353518101758e-22,5.991828106875453e-08,7.087486603993087e-42,2.7602023809508428e-12,7.482760060116179e-32,7.896037598194578e-10,9.462821119181523e-27,6.430077732086327e-10,2.429303798512093e-32,1.1750630447343235e-11,1.2343921699830296e-15,1.6622622585915777e-28,7.508155017385449e-33,3.7753189035974804e-31,5.457216743559794e-15,1.9156794666760766e-32,1.5747444054550665e-17,6.763602346338142e-11,8.680422908084812e-09,1.4426970469564153e-29,9.506188111489297e-46,3.267165248218699e-17,2.898816794960206e-29,6.132021123106339e-45,8.203421348639455e-19,4.0251950981922174e-20,2.0394062620297533e-15,3.436709257325418e-28,0.7410136091940318,9.419121251926604e-29,2.478055366536311e-22,1.8353645637960057e-15,4.5344063615577485e-30,3.800004114738779e-14
1.3356521739130434,0.0003591814585643564,448.8540901707838,0.7603969163402193,0.02216550841583868,6.41474924870794e-20,1.9761417269942243e-20,0.17996056362458784,2.1575189130777467e-18,0.02934477396566699,7.300577874034411e-10,1.198378745570851e-05,2.1092997459246724e-42,6.593271881455898e-40,8.620701445873193e-31,1.170407885452153e-32,1.2307222939555618e-15,0.0009696081162600235,0.012768452066505499,0.009820080426435984,1.0717452475312462e-21,1.3776047909202494e-06,2.5604068905981542e-24,5.2716287291339576e-20,1.6597766481092296e-07,3.892676782905759e-36,7.366480023120632e-12,3.30606885253561e-28,2.145720686030859e-09,9.385030781153872e-24,1.847396243117966e-09,2.7554069179483702e-28,3.553670343945969e-11,3.734181226070656e-15,0.0,2.2010481945834197e-29,1.1132395729576614e-27,1.2162903181771138e-14,4.544857993102507e-28,1.5501467625288045e-16,1.7602179482069406e-10,2.4108141945437706e-08,9.871910854052697e-27,3.0762094006327317e-40,8.996132163487417e-17,5.31146571753657e-29,4.112913527204385e-41,2.271768352634389e-18,1.1147162924049368e-19,5.647092900095461e-15,3.7770791142591416e-29,0.7449574569644069,1.360513159489653e-28,3.533473972731841e-21,6.282123086891605e-15,2.675852598480537e-26,1.15594028898951e-13
1.5026086956521738,0.0004906099860005641,616.0179886712249,0.5566915475046951,0.012243484663018573,6.237710381006258e-15,3.023584505297218e-15,0.17117757781240853,6.696042695058877e-14,0.04498695618674436,1.4676771542370766e-08,2.4734924399310442e-05,1.0927582918153198e-31,0.0,3.896468364636853e-24,2.8731946313382534e-25,2.3542199441002922e-12,0.0006324988272199674,0.00898800318902774,0.01373596294785726,4.860747970734159e-18,3.175767235435309e-06,6.89280246798956e-20,5.268469391931823e-16,3.8707216165659256e-07,4.69148620090496e-29,1.6797213436113132e-11,7.447120590532508e-23,4.9558744177234716e-09,9.704434025228976e-20,4.491050995486034e-09,3.25234915501778e-23,8.982955289302782e-11,9.442220936764228e-15,1.1062809184909426e-28,3.2416458020730126e-25,2.0373959242639448e-23,2.337813222446338e-14,3.6334240910712977e-22,5.938529510079547e-15,3.9251853948534287e-10,5.690724823864266e-08,3.3748881083990474e-23,1.6394638916774738e-33,2.0814981429428474e-16,5.1746356987749996e-27,9.523868995427212e-34,5.348570512575874e-18,2.624489049511406e-19,1.3295059811063727e-14,1.0704314204022026e-24,0.7482071370770418,1.6416037037049546e-28,7.346605627457878e-19,1.7905991419198904e-14,6.302924747394585e-21,2.9375204717284955e-13
1.523478260869565,0.0005145803396353571,646.5073142440416,0.5307588154611674,0.010749048415691652,4.6937988990200154e-14,3.107598764041821e-14,0.16930179750541538,4.407580088436066e-13,0.047908091751525286,4.006831302346806e-08,2.733941546074843e-05,1.4258632737281202e-39,4.03556764316542e-34,1.0926113592509257e-22,8.564938553121118e-24,1.0860054353961828e-11,0.000565301864423382,0.008205775365056386,0.014612954649469186,2.913206148337087e-17,3.574468341639041e-06,4.886711007169929e-19,5.147087201753072e-15,4.3595002285205464e-07,6.7716157679530295e-28,1.8871180036535768e-11,6.790446680394851e-22,5.577723388804025e-09,6.781813703326704e-19,5.102784539219136e-09,2.599641936914167e-22,1.0264211783374124e-10,1.0788769513619705e-14,9.621481867105568e-28,3.910591442544213e-24,1.349644590985479e-22,2.5530717142218848e-14,3.535197406887844e-21,1.9600123533659495e-14,4.3935202053310497e-10,6.430262248968675e-08,3.482342186862725e-22,2.089583180441846e-32,2.341025557060112e-16,1.6473111426496462e-26,4.1105462436003066e-35,6.041007369470751e-18,2.964259096522686e-19,1.501611661088176e-14,8.120633368913454e-24,0.7486255649904726,1.6652110870430273e-28,1.609038750205865e-18,2.0398639911857484e-14,6.148741631178898e-20,3.3656880217908566e-13
